0	0.25	28914.0
1	0.25	33339.0
2	0.25	64765.0
3	0.25	41807.0
4	0.25	103283.0
5	0.25	112051.0
6	0.25	67925.0
7	0.25	46852.0
8	0.25	6303.0
9	0.25	5579.0
10	0.25	4209.0
11	0.25	7291.0
12	0.25	8159.0
13	0.25	63461.0
14	0.25	80015.0
15	0.25	43049.0
16	0.25	41943.0
17	0.25	56990.0
18	0.25	59236.0
19	0.25	49401.0
20	0.25	36513.0
21	0.25	38543.0
22	0.25	53167.0
23	0.25	89660.0
24	0.25	68538.0
25	0.25	78165.0
26	0.25	85553.0
27	0.25	52115.0
28	0.25	64140.0
29	0.25	75934.0
30	0.25	70289.0
31	0.25	73737.0
32	0.25	92514.0
33	0.25	100639.0
34	0.25	91186.0
35	0.25	56248.0
36	0.25	74110.0
37	0.25	73466.0
38	0.25	46479.0
39	0.25	68092.0
40	0.25	72787.0
41	0.25	74766.0
42	0.25	61411.0
43	0.25	98615.0
44	0.25	105184.0
45	0.25	105771.0
46	0.25	141705.0
47	0.25	185728.0
48	0.25	151298.0
49	0.25	120197.0
50	0.25	113389.0
51	0.25	63541.0
52	0.25	69579.0
53	0.25	65453.0
54	0.25	68393.0
55	0.25	92029.0
56	0.25	47112.0
57	0.25	49919.0
58	0.25	39719.0
59	0.25	74128.0
60	0.25	107912.0
61	0.25	45690.0
62	0.25	65120.0
63	0.25	69186.0
64	0.25	89188.0
65	0.25	61670.0
66	0.25	93644.0
67	0.25	84913.0
68	0.25	77579.0
69	0.25	85734.0
70	0.25	77535.0
71	0.25	51934.0
72	0.25	34011.0
73	0.25	38543.0
74	0.25	5311.0
75	0.25	5249.0
76	0.25	4826.0
77	0.25	4770.0
78	0.25	7135.0
79	0.25	53191.0
80	0.25	151657.0
81	0.25	80447.0
82	0.25	44880.0
83	0.25	77916.0
84	0.25	47101.0
85	0.25	38935.0
86	0.25	35345.0
87	0.25	42842.0
88	0.25	40116.0
89	0.25	78695.0
90	0.25	57102.0
91	0.25	75677.0
92	0.25	74263.0
93	0.25	71336.0
94	0.25	85464.0
95	0.25	85464.0
96	0.25	85464.0
97	0.25	85464.0
98	0.25	85464.0
99	0.25	85464.0
