0	-0.5	4814.0
1	-0.5	2505.0
2	-0.5	2736.0
3	-0.5	1988.0
4	-0.5	2507.0
5	-0.5	1184.0
6	-0.5	1986.0
7	-0.5	2058.0
8	-0.5	1845.0
9	-0.5	2285.0
10	-0.5	2806.0
11	-0.5	2149.0
12	-0.5	2394.0
13	-0.5	1707.0
14	-0.5	3670.0
15	-0.5	3012.0
16	-0.5	1450.0
17	-0.5	1768.0
18	-0.5	2241.0
19	-0.5	737.0
20	-0.5	1672.0
21	-0.5	2296.0
22	-0.5	2983.0
23	-0.5	2347.0
24	-0.5	2051.0
25	-0.5	2297.0
26	-0.5	2331.0
27	-0.5	2524.0
28	-0.5	7373.0
29	-0.5	7415.0
30	-0.5	16516.0
31	-0.5	12484.0
32	-0.5	9818.0
33	-0.5	10328.0
34	-0.5	10185.0
35	-0.5	3762.0
36	-0.5	3369.0
37	-0.5	3978.0
38	-0.5	6134.0
39	-0.5	7067.0
40	-0.5	6261.0
41	-0.5	4660.0
42	-0.5	4033.0
43	-0.5	4542.0
44	-0.5	29367.0
45	-0.5	28480.0
46	-0.5	17584.0
47	-0.5	11112.0
48	-0.5	10671.0
49	-0.5	15033.0
50	-0.5	3658.0
51	-0.5	4771.0
52	-0.5	4576.0
53	-0.5	4924.0
54	-0.5	5023.0
55	-0.5	4588.0
56	-0.5	861.0
57	-0.5	966.0
58	-0.5	1286.0
59	-0.5	1027.0
60	-0.5	651.0
61	-0.5	572.0
62	-0.5	895.0
63	-0.5	1802.0
64	-0.5	1504.0
65	-0.5	2160.0
66	-0.5	2081.0
67	-0.5	2266.0
68	-0.5	5026.0
69	-0.5	4728.0
70	-0.5	1576.0
71	-0.5	1086.0
72	-0.5	1176.0
73	-0.5	1013.0
74	-0.5	934.0
75	-0.5	883.0
76	-0.5	1783.0
77	-0.5	1673.0
78	-0.5	15266.0
79	-0.5	3127.0
80	-0.5	1806.0
81	-0.5	1313.0
82	-0.5	1766.0
83	-0.5	1362.0
84	-0.5	1112.0
85	-0.5	1285.0
86	-0.5	1407.0
87	-0.5	1594.0
88	-0.5	30082.0
89	-0.5	36844.0
90	-0.5	19798.0
91	-0.5	28708.0
92	-0.5	28708.0
93	-0.5	28708.0
94	-0.5	28708.0
95	-0.5	28708.0
96	-0.5	28708.0
97	-0.5	28708.0
98	-0.5	28708.0
99	-0.5	28708.0
