0	-3.75	29.0
12	-3.75	87.0
24	-3.75	4.0
36	-3.75	20771.0
48	-3.75	25.0
60	-3.75	1582.0
72	-3.75	31995.0
84	-3.75	17.0
96	-3.75	17.0
